CAM,DBA,A_PORT,AIRNAME,BUILD,CUISINE_DESC,INS_DATE,ACTION_1,V_CODE,V_DESC,C_FLAG,SCR,GRD,GRD_DATE,REC_DATE,INS_TYPE
41546344,"AUNTIE ANNE'S PRETZELS",ABE,"Lehigh Valley International Airport",0,Hotdogs/Pretzels,12/03/2015,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,25,B,12/03/2015,28/08/2017,"Cycle Inspection / Re-inspection"
40919027,STARBUCKS,ABE,"Lehigh Valley International Airport",338,CafÃ©/Coffee/Tea,14/12/2016,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",9,A,14/12/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50050442,"SOFIA PIZZA SHOPPE",ABE,"Lehigh Valley International Airport",989,Pizza,31/08/2016,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",4,A,31/08/2016,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
41604933,"RYAN'S DAUGHTER CAFE",ABE,"Lehigh Valley International Airport",350,Irish,21/07/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",25,B,21/07/2014,28/08/2017,"Cycle Inspection / Re-inspection"
40797031,"PICANTERIA EL AUSTRO",ABE,"Lehigh Valley International Airport",3708,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",21/10/2013,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,21/10/2013,28/08/2017,"Cycle Inspection / Re-inspection"
50036210,"BAKEWELL BAKERY & RESTAURANT",ABE,"Lehigh Valley International Airport",127-08,Caribbean,25/11/2016,"Violations were cited in the following area(s).",06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,12,A,25/11/2016,28/08/2017,"Cycle Inspection / Re-inspection"
50013991,"J + B CAFE",ABE,"Lehigh Valley International Airport",302,CafÃ©/Coffee/Tea,18/07/2017,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,A,18/07/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41193094,"OLD FASHION CONEY ISLAND FOOD",ABE,"Lehigh Valley International Airport",3019,American,11/06/2016,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,12,A,11/06/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50063635,"YUM YUM GARDEN",ABE,"Lehigh Valley International Airport",7901,Chinese,21/06/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,A,21/06/2017,28/08/2017,"Pre-permit (Operational) / Re-inspection"
40858719,"BAR TOTO",ABE,"Lehigh Valley International Airport",411,Italian,21/04/2015,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,26,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41407168,HACHI,ABE,"Lehigh Valley International Airport",631,Asian,15/01/2015,"Violations were cited in the following area(s).",10E,"Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",9,A,15/01/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
41306859,"SUN WAH CHINESE RESTAURANT OF NY",ABE,"Lehigh Valley International Airport",3016,Chinese,27/06/2014,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,13,A,27/06/2014,28/08/2017,"Cycle Inspection / Re-inspection"
41461985,"MATSU SUSHI",ABE,"Lehigh Valley International Airport",3411,Japanese,4/05/2017,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,12,A,4/05/2017,28/08/2017,"Cycle Inspection / Re-inspection"
40398532,"PAVILLION CATERERS",ABE,"Lehigh Valley International Airport",1478,Jewish/Kosher,22/05/2014,"Violations were cited in the following area(s).",10J,"''''Wash hands sign not posted at hand wash facility.","Not Critical",43,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40560927,IGGY'S,ABE,"Lehigh Valley International Airport",1452,American,22/03/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",10,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41638047,"BESO RESTAURANT AND BAR",ABE,"Lehigh Valley International Airport",370,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14/04/2015,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,B,14/04/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41073776,"OLGA'S RESTAURANT",ABE,"Lehigh Valley International Airport",1324,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/11/2016,"Violations were cited in the following area(s).",15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.","Not Critical",,,,28/08/2017,"Smoke-Free Air Act / Initial Inspection"
50034477,"INSOMNIA COOKIES",ABE,"Lehigh Valley International Airport",164,Bakery,15/04/2016,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,15/04/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
40392496,TARTINE,ABE,"Lehigh Valley International Airport",253,English,21/12/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",8,A,21/12/2016,28/08/2017,"Cycle Inspection / Re-inspection"
41305028,"MADISON & VINE",ABE,"Lehigh Valley International Airport",299,American,31/05/2016,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,10,A,31/05/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
50008156,"FRESCO TORTILLAS",ABE,"Lehigh Valley International Airport",563,Tex-Mex,23/11/2016,"Establishment re-opened by DOHMH",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,P,23/11/2016,28/08/2017,"Cycle Inspection / Reopening Inspection"
41635743,"PETEY'S BURGER",ABE,"Lehigh Valley International Airport",4646,American,12/08/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",6,A,12/08/2014,28/08/2017,"Cycle Inspection / Initial Inspection"
41302151,"GOLDEN WAY CHINESE RESTAURANT",ABE,"Lehigh Valley International Airport",13309,Chinese,7/01/2015,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,18,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50000728,"RIKY & SEPI SPORT CAFE",ABE,"Lehigh Valley International Airport",2278,Mexican,21/02/2014,"Violations were cited in the following area(s).",15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.","Not Critical",,,,28/08/2017,"Smoke-Free Air Act / Initial Inspection"
40741728,"WALLSE RESTARUANT",ABE,"Lehigh Valley International Airport",342344,German,15/04/2014,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,23,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40376077,"FONTANA FAMOUS PIZZA & GYRO",ABE,"Lehigh Valley International Airport",20002,Greek,22/10/2014,"Violations were cited in the following area(s).",10I,"Single service item reused, improperly stored, dispensed; not used when required.","Not Critical",20,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41706018,"PAIN D'EPICES",ABE,"Lehigh Valley International Airport",104,Bakery,25/05/2017,"Violations were cited in the following area(s).",09A,"Canned food product observed dented and not segregated from other consumable food items.","Not Critical",7,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40746628,"ORIGINAL VEGETARIAN RESTAURANT",ABE,"Lehigh Valley International Airport",752,Vegetarian,17/11/2014,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",17,,,28/08/2017,"Cycle Inspection / Initial Inspection"
50065986,"TWISTED ROOTZ",ABE,"Lehigh Valley International Airport",7905,American,27/06/2017,"Violations were cited in the following area(s).",04A,"Food Protection Certificate not held by supervisor of food operations.",Critical,10,"Not Yet Graded",,28/08/2017,"Pre-permit (Non-operational) / Initial Inspection"
41026847,LOBO,ABE,"Lehigh Valley International Airport",218,Tex-Mex,5/10/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",19,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40544529,"CORATO PIZZA II",ABE,"Lehigh Valley International Airport",6091,Pizza/Italian,20/01/2015,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,6,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41636061,"JACK'S WIFE FREDA",ABE,"Lehigh Valley International Airport",224,American,26/06/2017,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,10,A,26/06/2017,28/08/2017,"Cycle Inspection / Re-inspection"
41655272,"PAPI'S PIZZERIA",ABE,"Lehigh Valley International Airport",1422,Pizza,28/02/2017,"Violations were cited in the following area(s).",02B,"Hot food item not held at or above 140Âº F.",Critical,9,A,28/02/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
50043277,POKEWORKS,ABE,"Lehigh Valley International Airport",63,Hawaiian,15/04/2016,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,9,A,15/04/2016,28/08/2017,"Cycle Inspection / Re-inspection"
40809137,"9024/CATERING BY MICHAEL SCHICK INC.",ABE,"Lehigh Valley International Airport",9024,Jewish/Kosher,8/05/2015,"Violations were cited in the following area(s).",10E,"Accurate thermometer not provided in refrigerated or hot holding equipment.","Not Critical",53,,,28/08/2017,"Cycle Inspection / Initial Inspection"
